LAMMPS (4 Feb 2025 - Development - patch_4Feb2025-554-g465171d58f)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
=== HOLD PHASE ===
Holding at 2300 K for 200 ps (2000000 steps)
Reading restart file ...
  restart file = 4 Feb 2025, LAMMPS = 4 Feb 2025
  restoring atom style charge from restart
  orthogonal box = (-6.9917407 -6.9917407 -3.4958703) to (56.991741 56.991741 28.49587)
  2 by 2 by 2 MPI processor grid
  pair style reaxff stores no restart info
  420 atoms
  read_restart CPU = 0.002 seconds
Reading potential file ffield.reax.cho with DATE: 2011-02-18
=== STARTING HOLD ===

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- pair reaxff command: doi:10.1016/j.parco.2011.08.005
- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

WARNING: No fixes with time integration, atoms won't move
For more information see https://docs.lammps.org/err0028 (src/verlet.cpp:60)
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 11 11 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reax, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : real
  Current step  : 20080001
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 11.15 | 11.82 | 12.61 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume    
  20105000   311.18833     -40694.965      388.66159     -40306.304      79.903471      130970.54    
  20106000   311.18833     -40694.968      388.66159     -40306.306      79.812057      130970.54    
  20107000   311.18833     -40694.967      388.66159     -40306.305      79.816446      130970.54    
  20108000   311.18833     -40694.969      388.66159     -40306.308      79.745073      130970.54    
  20109000   311.18833     -40694.965      388.66159     -40306.303      79.869237      130970.54    
  20110000   311.18833     -40694.965      388.66159     -40306.304      79.870293      130970.54    
  20111000   311.18833     -40694.967      388.66159     -40306.306      79.798412      130970.54    
  20112000   311.18833     -40694.964      388.66159     -40306.303      79.841446      130970.54    
  20113000   311.18833     -40694.967      388.66159     -40306.305      79.823882      130970.54    
  20114000   311.18833     -40694.969      388.66159     -40306.307      79.854706      130970.54    
  20115000   311.18833     -40694.966      388.66159     -40306.304      79.752335      130970.54    
  20116000   311.18833     -40694.966      388.66159     -40306.305      79.818223      130970.54    
  20117000   311.18833     -40694.969      388.66159     -40306.307      79.814504      130970.54    
  20118000   311.18833     -40694.962      388.66159     -40306.3        79.922043      130970.54    
  20119000   311.18833     -40694.968      388.66159     -40306.306      79.797304      130970.54    
  20120000   311.18833     -40694.967      388.66159     -40306.305      79.880754      130970.54    
  20121000   311.18833     -40694.97       388.66159     -40306.308      79.731605      130970.54    
  20122000   311.18833     -40694.965      388.66159     -40306.303      79.832983      130970.54    
  20123000   311.18833     -40694.966      388.66159     -40306.304      79.865293      130970.54    
  20124000   311.18833     -40694.969      388.66159     -40306.308      79.674963      130970.54    
  20125000   311.18833     -40694.968      388.66159     -40306.306      79.857717      130970.54    
  20126000   311.18833     -40694.961      388.66159     -40306.299      79.873013      130970.54    
  20127000   311.18833     -40694.967      388.66159     -40306.305      79.739703      130970.54    
  20128000   311.18833     -40694.964      388.66159     -40306.302      79.864357      130970.54    
  20129000   311.18833     -40694.968      388.66159     -40306.306      79.791628      130970.54    
  20130000   311.18833     -40694.963      388.66159     -40306.302      79.836907      130970.54    
  20131000   311.18833     -40694.959      388.66159     -40306.297      79.883843      130970.54    
  20132000   311.18833     -40694.967      388.66159     -40306.305      79.871214      130970.54    
  20133000   311.18833     -40694.963      388.66159     -40306.301      79.902454      130970.54    
  20134000   311.18833     -40694.966      388.66159     -40306.305      79.83964       130970.54    
  20135000   311.18833     -40694.968      388.66159     -40306.306      79.719297      130970.54    
  20136000   311.18833     -40694.969      388.66159     -40306.308      79.813353      130970.54    
  20137000   311.18833     -40694.968      388.66159     -40306.306      79.843483      130970.54    
  20138000   311.18833     -40694.968      388.66159     -40306.307      79.83707       130970.54    
  20139000   311.18833     -40694.966      388.66159     -40306.304      79.789359      130970.54    
  20140000   311.18833     -40694.965      388.66159     -40306.303      79.829424      130970.54    
  20141000   311.18833     -40694.965      388.66159     -40306.304      79.840266      130970.54    
  20142000   311.18833     -40694.963      388.66159     -40306.301      79.896115      130970.54    
  20143000   311.18833     -40694.969      388.66159     -40306.308      79.817346      130970.54    
  20144000   311.18833     -40694.965      388.66159     -40306.304      79.732492      130970.54    
  20145000   311.18833     -40694.969      388.66159     -40306.307      79.711828      130970.54    
  20146000   311.18833     -40694.965      388.66159     -40306.303      79.858875      130970.54    
  20147000   311.18833     -40694.969      388.66159     -40306.308      79.845869      130970.54    
  20148000   311.18833     -40694.97       388.66159     -40306.308      79.758393      130970.54    
  20149000   311.18833     -40694.969      388.66159     -40306.307      79.869852      130970.54    
  20150000   311.18833     -40694.966      388.66159     -40306.305      79.845791      130970.54    
  20151000   311.18833     -40694.967      388.66159     -40306.306      79.820483      130970.54    
  20152000   311.18833     -40694.968      388.66159     -40306.307      79.82968       130970.54    
  20153000   311.18833     -40694.965      388.66159     -40306.303      79.81778       130970.54    
  20154000   311.18833     -40694.967      388.66159     -40306.305      79.75627       130970.54    
  20155000   311.18833     -40694.968      388.66159     -40306.306      79.760533      130970.54    
  20156000   311.18833     -40694.968      388.66159     -40306.307      79.85395       130970.54    
  20157000   311.18833     -40694.968      388.66159     -40306.306      79.858448      130970.54    
  20158000   311.18833     -40694.968      388.66159     -40306.306      79.86931       130970.54    
  20159000   311.18833     -40694.966      388.66159     -40306.305      79.807898      130970.54    
  20160000   311.18833     -40694.967      388.66159     -40306.305      79.867129      130970.54    
  20161000   311.18833     -40694.968      388.66159     -40306.307      79.852881      130970.54    
  20162000   311.18833     -40694.966      388.66159     -40306.304      79.875966      130970.54    
  20163000   311.18833     -40694.966      388.66159     -40306.304      79.822612      130970.54    
  20164000   311.18833     -40694.965      388.66159     -40306.304      79.854267      130970.54    
  20165000   311.18833     -40694.951      388.66159     -40306.289      80.082983      130970.54    
  20166000   311.18833     -40694.963      388.66159     -40306.301      79.920621      130970.54    
  20167000   311.18833     -40694.966      388.66159     -40306.304      79.852742      130970.54    
  20168000   311.18833     -40694.968      388.66159     -40306.306      79.881191      130970.54    
  20169000   311.18833     -40694.967      388.66159     -40306.306      79.799267      130970.54    
  20170000   311.18833     -40694.97       388.66159     -40306.308      79.776365      130970.54    
  20171000   311.18833     -40694.965      388.66159     -40306.304      79.867492      130970.54    
  20172000   311.18833     -40694.97       388.66159     -40306.309      79.787081      130970.54    
  20173000   311.18833     -40694.966      388.66159     -40306.304      79.709707      130970.54    
  20174000   311.18833     -40694.967      388.66159     -40306.305      79.768319      130970.54    
  20175000   311.18833     -40694.965      388.66159     -40306.304      79.89879       130970.54    
  20176000   311.18833     -40694.968      388.66159     -40306.307      79.86543       130970.54    
  20177000   311.18833     -40694.969      388.66159     -40306.307      79.876425      130970.54    
  20178000   311.18833     -40694.966      388.66159     -40306.305      79.846781      130970.54    
  20179000   311.18833     -40694.962      388.66159     -40306.301      79.884023      130970.54    
  20180000   311.18833     -40694.967      388.66159     -40306.305      79.850354      130970.54    
  20181000   311.18833     -40694.964      388.66159     -40306.302      79.89184       130970.54    
  20182000   311.18833     -40694.968      388.66159     -40306.306      79.883529      130970.54    
  20183000   311.18833     -40694.965      388.66159     -40306.304      79.833118      130970.54    
  20184000   311.18833     -40694.965      388.66159     -40306.303      79.898223      130970.54    
  20185000   311.18833     -40694.967      388.66159     -40306.306      79.884324      130970.54    
  20186000   311.18833     -40694.966      388.66159     -40306.304      79.859337      130970.54    
  20187000   311.18833     -40694.966      388.66159     -40306.304      79.850717      130970.54    
  20188000   311.18833     -40694.968      388.66159     -40306.306      79.780065      130970.54    
  20189000   311.18833     -40694.97       388.66159     -40306.308      79.853656      130970.54    
  20190000   311.18833     -40694.966      388.66159     -40306.304      79.787656      130970.54    
  20191000   311.18833     -40694.968      388.66159     -40306.307      79.808162      130970.54    
  20192000   311.18833     -40694.966      388.66159     -40306.305      79.844148      130970.54    
  20193000   311.18833     -40694.967      388.66159     -40306.306      79.762887      130970.54    
  20194000   311.18833     -40694.961      388.66159     -40306.3        79.863743      130970.54    
  20195000   311.18833     -40694.966      388.66159     -40306.305      79.859866      130970.54    
  20196000   311.18833     -40694.964      388.66159     -40306.302      79.774701      130970.54    
  20197000   311.18833     -40694.967      388.66159     -40306.305      79.816073      130970.54    
  20198000   311.18833     -40694.967      388.66159     -40306.306      79.800931      130970.54    
  20199000   311.18833     -40694.966      388.66159     -40306.304      79.843442      130970.54    
  20200000   311.18833     -40694.968      388.66159     -40306.306      79.804694      130970.54    
  20201000   311.18833     -40694.966      388.66159     -40306.305      79.800393      130970.54    
  20202000   311.18833     -40694.966      388.66159     -40306.304      79.914833      130970.54    
  20203000   311.18833     -40694.964      388.66159     -40306.302      79.873586      130970.54    
  20204000   311.18833     -40694.966      388.66159     -40306.305      79.834914      130970.54    
  20205000   311.18833     -40694.965      388.66159     -40306.303      79.856778      130970.54    
  20206000   311.18833     -40694.966      388.66159     -40306.305      79.858167      130970.54    
  20207000   311.18833     -40694.962      388.66159     -40306.301      79.788005      130970.54    
  20208000   311.18833     -40694.969      388.66159     -40306.307      79.798258      130970.54    
  20209000   311.18833     -40694.965      388.66159     -40306.304      79.779385      130970.54    
  20210000   311.18833     -40694.967      388.66159     -40306.305      79.853995      130970.54    
  20211000   311.18833     -40694.964      388.66159     -40306.303      79.859419      130970.54    
  20212000   311.18833     -40694.966      388.66159     -40306.305      79.84227       130970.54    
  20213000   311.18833     -40694.966      388.66159     -40306.305      79.856273      130970.54    
  20214000   311.18833     -40694.968      388.66159     -40306.306      79.815501      130970.54    
  20215000   311.18833     -40694.967      388.66159     -40306.306      79.812172      130970.54    
  20216000   311.18833     -40694.966      388.66159     -40306.304      79.875753      130970.54    
  20217000   311.18833     -40694.965      388.66159     -40306.304      79.835826      130970.54    
  20218000   311.18833     -40694.967      388.66159     -40306.306      79.875459      130970.54    
  20219000   311.18833     -40694.968      388.66159     -40306.307      79.763511      130970.54    
  20220000   311.18833     -40694.968      388.66159     -40306.307      79.828974      130970.54    
  20221000   311.18833     -40694.966      388.66159     -40306.304      79.847001      130970.54    
  20222000   311.18833     -40694.966      388.66159     -40306.305      79.884345      130970.54    
  20223000   311.18833     -40694.966      388.66159     -40306.305      79.889224      130970.54    
  20224000   311.18833     -40694.965      388.66159     -40306.304      79.868895      130970.54    
  20225000   311.18833     -40694.966      388.66159     -40306.305      79.840006      130970.54    
  20226000   311.18833     -40694.966      388.66159     -40306.304      79.843508      130970.54    
  20227000   311.18833     -40694.969      388.66159     -40306.308      79.843829      130970.54    
  20228000   311.18833     -40694.962      388.66159     -40306.3        79.897333      130970.54    
  20229000   311.18833     -40694.969      388.66159     -40306.308      79.797533      130970.54    
  20230000   311.18833     -40694.967      388.66159     -40306.305      79.86549       130970.54    
  20231000   311.18833     -40694.963      388.66159     -40306.302      79.877592      130970.54    
  20232000   311.18833     -40694.967      388.66159     -40306.305      79.861938      130970.54    
  20233000   311.18833     -40694.967      388.66159     -40306.305      79.756143      130970.54    
  20234000   311.18833     -40694.967      388.66159     -40306.306      79.850683      130970.54    
  20235000   311.18833     -40694.968      388.66159     -40306.306      79.829795      130970.54    
  20236000   311.18833     -40694.968      388.66159     -40306.307      79.863139      130970.54    
  20237000   311.18833     -40694.966      388.66159     -40306.305      79.867326      130970.54    
  20238000   311.18833     -40694.969      388.66159     -40306.308      79.812316      130970.54    
  20239000   311.18833     -40694.966      388.66159     -40306.304      79.864911      130970.54    
  20240000   311.18833     -40694.966      388.66159     -40306.305      79.795314      130970.54    
  20241000   311.18833     -40694.966      388.66159     -40306.304      79.848784      130970.54    
  20242000   311.18833     -40694.967      388.66159     -40306.305      79.82306       130970.54    
  20243000   311.18833     -40694.965      388.66159     -40306.303      79.857245      130970.54    
  20244000   311.18833     -40694.969      388.66159     -40306.308      79.838498      130970.54    
  20245000   311.18833     -40694.969      388.66159     -40306.308      79.813896      130970.54    
  20246000   311.18833     -40694.969      388.66159     -40306.307      79.844841      130970.54    
  20247000   311.18833     -40694.966      388.66159     -40306.305      79.886457      130970.54    
  20248000   311.18833     -40694.965      388.66159     -40306.303      79.842306      130970.54    
  20249000   311.18833     -40694.968      388.66159     -40306.307      79.796466      130970.54    
  20250000   311.18833     -40694.97       388.66159     -40306.308      79.760579      130970.54    
  20251000   311.18833     -40694.967      388.66159     -40306.306      79.841463      130970.54    
  20252000   311.18833     -40694.965      388.66159     -40306.303      79.766215      130970.54    
  20253000   311.18833     -40694.967      388.66159     -40306.306      79.792652      130970.54    
  20254000   311.18833     -40694.961      388.66159     -40306.299      79.853969      130970.54    
  20255000   311.18833     -40694.97       388.66159     -40306.308      79.785547      130970.54    
  20256000   311.18833     -40694.964      388.66159     -40306.302      79.85649       130970.54    
  20257000   311.18833     -40694.965      388.66159     -40306.304      79.840798      130970.54    
  20258000   311.18833     -40694.968      388.66159     -40306.306      79.809217      130970.54    
  20259000   311.18833     -40694.967      388.66159     -40306.306      79.797353      130970.54    
  20260000   311.18833     -40694.961      388.66159     -40306.299      79.801058      130970.54    
  20261000   311.18833     -40694.965      388.66159     -40306.304      79.885659      130970.54    
  20262000   311.18833     -40694.963      388.66159     -40306.301      79.912801      130970.54    
  20263000   311.18833     -40694.964      388.66159     -40306.303      79.885204      130970.54    
  20264000   311.18833     -40694.965      388.66159     -40306.303      79.849914      130970.54    
  20265000   311.18833     -40694.965      388.66159     -40306.303      79.931305      130970.54    
  20266000   311.18833     -40694.968      388.66159     -40306.307      79.81758       130970.54    
  20267000   311.18833     -40694.966      388.66159     -40306.305      79.889648      130970.54    
  20268000   311.18833     -40694.967      388.66159     -40306.306      79.836373      130970.54    
  20269000   311.18833     -40694.966      388.66159     -40306.305      79.885743      130970.54    
  20270000   311.18833     -40694.966      388.66159     -40306.305      79.870489      130970.54    
  20271000   311.18833     -40694.967      388.66159     -40306.305      79.793984      130970.54    
  20272000   311.18833     -40694.968      388.66159     -40306.307      79.818297      130970.54    
  20273000   311.18833     -40694.964      388.66159     -40306.302      79.902008      130970.54    
  20274000   311.18833     -40694.965      388.66159     -40306.303      79.810644      130970.54    
  20275000   311.18833     -40694.969      388.66159     -40306.307      79.855975      130970.54    
  20276000   311.18833     -40694.969      388.66159     -40306.307      79.832686      130970.54    
  20277000   311.18833     -40694.959      388.66159     -40306.298      79.94383       130970.54    
  20278000   311.18833     -40694.964      388.66159     -40306.302      79.903124      130970.54    
  20279000   311.18833     -40694.97       388.66159     -40306.308      79.756022      130970.54    
  20280000   311.18833     -40694.967      388.66159     -40306.305      79.860544      130970.54    
  20281000   311.18833     -40694.969      388.66159     -40306.307      79.847382      130970.54    
  20282000   311.18833     -40694.967      388.66159     -40306.305      79.784489      130970.54    
  20283000   311.18833     -40694.966      388.66159     -40306.305      79.867059      130970.54    
  20284000   311.18833     -40694.963      388.66159     -40306.301      79.711768      130970.54    
  20285000   311.18833     -40694.963      388.66159     -40306.302      79.789009      130970.54    
  20286000   311.18833     -40694.965      388.66159     -40306.304      79.813229      130970.54    
  20287000   311.18833     -40694.964      388.66159     -40306.302      79.913147      130970.54    
  20288000   311.18833     -40694.968      388.66159     -40306.307      79.755607      130970.54    
  20289000   311.18833     -40694.968      388.66159     -40306.306      79.850756      130970.54    
  20290000   311.18833     -40694.967      388.66159     -40306.306      79.851251      130970.54    
  20291000   311.18833     -40694.969      388.66159     -40306.307      79.756141      130970.54    
  20292000   311.18833     -40694.967      388.66159     -40306.305      79.813798      130970.54    
  20293000   311.18833     -40694.967      388.66159     -40306.306      79.851915      130970.54    
  20294000   311.18833     -40694.968      388.66159     -40306.306      79.82618       130970.54    
  20295000   311.18833     -40694.968      388.66159     -40306.307      79.758174      130970.54    
  20296000   311.18833     -40694.968      388.66159     -40306.306      79.816801      130970.54    
  20297000   311.18833     -40694.962      388.66159     -40306.3        79.97019       130970.54    
  20298000   311.18833     -40694.966      388.66159     -40306.305      79.842993      130970.54    
  20299000   311.18833     -40694.963      388.66159     -40306.302      79.891307      130970.54    
  20300000   311.18833     -40694.966      388.66159     -40306.304      79.829326      130970.54    
  20301000   311.18833     -40694.967      388.66159     -40306.306      79.805887      130970.54    
  20302000   311.18833     -40694.967      388.66159     -40306.306      79.862883      130970.54    
  20303000   311.18833     -40694.967      388.66159     -40306.306      79.851354      130970.54    
  20304000   311.18833     -40694.97       388.66159     -40306.308      79.805309      130970.54    
  20305000   311.18833     -40694.964      388.66159     -40306.303      79.870366      130970.54    
  20306000   311.18833     -40694.969      388.66159     -40306.308      79.81129       130970.54    
  20307000   311.18833     -40694.963      388.66159     -40306.302      79.868702      130970.54    
  20308000   311.18833     -40694.965      388.66159     -40306.304      79.813603      130970.54    
  20309000   311.18833     -40694.969      388.66159     -40306.307      79.853266      130970.54    
  20310000   311.18833     -40694.967      388.66159     -40306.305      79.8989        130970.54    
  20311000   311.18833     -40694.968      388.66159     -40306.306      79.794011      130970.54    
  20312000   311.18833     -40694.967      388.66159     -40306.305      79.855598      130970.54    
  20313000   311.18833     -40694.968      388.66159     -40306.306      79.842165      130970.54    
  20314000   311.18833     -40694.97       388.66159     -40306.308      79.759027      130970.54    
  20315000   311.18833     -40694.963      388.66159     -40306.301      79.862099      130970.54    
  20316000   311.18833     -40694.967      388.66159     -40306.305      79.770919      130970.54    
  20317000   311.18833     -40694.969      388.66159     -40306.308      79.792505      130970.54    
  20318000   311.18833     -40694.966      388.66159     -40306.305      79.879923      130970.54    
  20319000   311.18833     -40694.965      388.66159     -40306.304      79.842625      130970.54    
  20320000   311.18833     -40694.966      388.66159     -40306.304      79.861385      130970.54    
  20321000   311.18833     -40694.97       388.66159     -40306.308      79.784666      130970.54    
  20322000   311.18833     -40694.965      388.66159     -40306.303      79.91246       130970.54    
  20323000   311.18833     -40694.967      388.66159     -40306.305      79.858667      130970.54    
  20324000   311.18833     -40694.965      388.66159     -40306.304      79.792685      130970.54    
  20325000   311.18833     -40694.967      388.66159     -40306.305      79.868107      130970.54    
  20326000   311.18833     -40694.967      388.66159     -40306.306      79.850737      130970.54    
  20327000   311.18833     -40694.965      388.66159     -40306.304      79.798714      130970.54    
  20328000   311.18833     -40694.965      388.66159     -40306.303      79.82373       130970.54    
  20329000   311.18833     -40694.968      388.66159     -40306.307      79.737326      130970.54    
  20330000   311.18833     -40694.963      388.66159     -40306.302      79.820953      130970.54    
  20331000   311.18833     -40694.966      388.66159     -40306.305      79.852349      130970.54    
  20332000   311.18833     -40694.968      388.66159     -40306.307      79.825146      130970.54    
  20333000   311.18833     -40694.969      388.66159     -40306.307      79.821218      130970.54    
  20334000   311.18833     -40694.963      388.66159     -40306.302      79.901763      130970.54    
  20335000   311.18833     -40694.966      388.66159     -40306.304      79.847065      130970.54    
  20336000   311.18833     -40694.967      388.66159     -40306.305      79.849643      130970.54    
  20337000   311.18833     -40694.964      388.66159     -40306.303      79.894334      130970.54    
  20338000   311.18833     -40694.967      388.66159     -40306.305      79.895818      130970.54    
  20339000   311.18833     -40694.965      388.66159     -40306.304      79.905957      130970.54    
  20340000   311.18833     -40694.966      388.66159     -40306.304      79.814863      130970.54    
  20341000   311.18833     -40694.97       388.66159     -40306.308      79.785923      130970.54    
  20342000   311.18833     -40694.968      388.66159     -40306.306      79.803458      130970.54    
  20343000   311.18833     -40694.961      388.66159     -40306.299      79.782267      130970.54    
  20344000   311.18833     -40694.966      388.66159     -40306.304      79.832834      130970.54    
  20345000   311.18833     -40694.967      388.66159     -40306.305      79.765918      130970.54    
  20346000   311.18833     -40694.969      388.66159     -40306.308      79.834509      130970.54    
  20347000   311.18833     -40694.967      388.66159     -40306.306      79.896193      130970.54    
  20348000   311.18833     -40694.969      388.66159     -40306.307      79.876959      130970.54    
  20349000   311.18833     -40694.964      388.66159     -40306.303      79.91301       130970.54    
  20350000   311.18833     -40694.968      388.66159     -40306.306      79.864662      130970.54    
  20351000   311.18833     -40694.965      388.66159     -40306.304      79.861038      130970.54    
  20352000   311.18833     -40694.966      388.66159     -40306.304      79.826769      130970.54    
  20353000   311.18833     -40694.967      388.66159     -40306.306      79.815088      130970.54    
  20354000   311.18833     -40694.969      388.66159     -40306.307      79.826708      130970.54    
  20355000   311.18833     -40694.961      388.66159     -40306.3        79.840314      130970.54    
  20356000   311.18833     -40694.965      388.66159     -40306.303      79.790341      130970.54    
  20357000   311.18833     -40694.969      388.66159     -40306.307      79.787285      130970.54    
  20358000   311.18833     -40694.964      388.66159     -40306.303      79.887091      130970.54    
  20359000   311.18833     -40694.965      388.66159     -40306.303      79.908457      130970.54    
  20360000   311.18833     -40694.967      388.66159     -40306.305      79.808932      130970.54    
  20361000   311.18833     -40694.968      388.66159     -40306.307      79.787367      130970.54    
  20362000   311.18833     -40694.967      388.66159     -40306.305      79.824004      130970.54    
  20363000   311.18833     -40694.968      388.66159     -40306.307      79.810324      130970.54    
  20364000   311.18833     -40694.97       388.66159     -40306.308      79.774735      130970.54    
  20365000   311.18833     -40694.964      388.66159     -40306.302      79.827694      130970.54    
  20366000   311.18833     -40694.967      388.66159     -40306.306      79.781686      130970.54    
  20367000   311.18833     -40694.962      388.66159     -40306.3        79.908938      130970.54    
  20368000   311.18833     -40694.968      388.66159     -40306.307      79.807097      130970.54    
  20369000   311.18833     -40694.965      388.66159     -40306.304      79.846266      130970.54    
  20370000   311.18833     -40694.967      388.66159     -40306.305      79.740174      130970.54    
  20371000   311.18833     -40694.969      388.66159     -40306.308      79.826846      130970.54    
  20372000   311.18833     -40694.967      388.66159     -40306.305      79.879022      130970.54    
  20373000   311.18833     -40694.966      388.66159     -40306.304      79.831713      130970.54    
  20374000   311.18833     -40694.967      388.66159     -40306.306      79.809552      130970.54    
  20375000   311.18833     -40694.968      388.66159     -40306.306      79.806661      130970.54    
  20376000   311.18833     -40694.969      388.66159     -40306.307      79.793189      130970.54    
  20377000   311.18833     -40694.968      388.66159     -40306.306      79.773677      130970.54    
  20378000   311.18833     -40694.969      388.66159     -40306.308      79.799453      130970.54    
  20379000   311.18833     -40694.967      388.66159     -40306.306      79.839771      130970.54    
  20380000   311.18833     -40694.967      388.66159     -40306.305      79.779667      130970.54    
  20381000   311.18833     -40694.969      388.66159     -40306.307      79.823877      130970.54    
  20382000   311.18833     -40694.969      388.66159     -40306.308      79.847177      130970.54    
  20383000   311.18833     -40694.968      388.66159     -40306.306      79.834131      130970.54    
  20384000   311.18833     -40694.967      388.66159     -40306.305      79.858935      130970.54    
  20385000   311.18833     -40694.965      388.66159     -40306.303      79.789769      130970.54    
  20386000   311.18833     -40694.967      388.66159     -40306.306      79.767844      130970.54    
  20387000   311.18833     -40694.968      388.66159     -40306.306      79.793185      130970.54    
  20388000   311.18833     -40694.966      388.66159     -40306.304      79.843962      130970.54    
  20389000   311.18833     -40694.963      388.66159     -40306.301      79.812421      130970.54    
  20390000   311.18833     -40694.963      388.66159     -40306.302      79.843867      130970.54    
  20391000   311.18833     -40694.969      388.66159     -40306.307      79.762328      130970.54    
  20392000   311.18833     -40694.968      388.66159     -40306.306      79.740627      130970.54    
  20393000   311.18833     -40694.966      388.66159     -40306.304      79.846679      130970.54    
  20394000   311.18833     -40694.965      388.66159     -40306.303      79.905986      130970.54    
  20395000   311.18833     -40694.968      388.66159     -40306.307      79.787233      130970.54    
  20396000   311.18833     -40694.964      388.66159     -40306.303      79.833192      130970.54    
